riasec_r_raw_scaled,riasec_i_raw_scaled,riasec_a_raw_scaled,riasec_s_raw_scaled,riasec_e_raw_scaled,riasec_c_raw_scaled,academic_logika,academic_bahasa,academic_sains,academic_sosial,academic_praktik,program_name,rumpun_name
37.5,47.91666666666667,45.83333333333333,54.166666666666664,52.083333333333336,64.58333333333334,72.7,82.85,80.3,85.15,73.75,Pendidikan Non Formal,Sosial & Hukum
68.75,64.58333333333334,10.416666666666668,22.916666666666664,45.83333333333333,41.66666666666667,83.55,75.7,84.94999999999999,74.30000000000001,74.5,Teknik Otomotif,Sains & Teknologi
58.333333333333336,70.83333333333334,10.416666666666668,31.25,31.25,56.25,94.3,76.05000000000001,93.1,73.35,76.1,Teknik Elektro,Sains & Teknologi
50.0,77.08333333333334,29.166666666666668,29.166666666666668,31.25,54.166666666666664,93.65,75.35,87.9,70.0,72.25,Pendidikan Fisika,Pendidikan
25.0,56.25,35.41666666666667,56.25,52.083333333333336,62.5,86.3,70.9,78.9,80.55000000000001,77.8,Perpustakaan Dan Ilmu Informasi,Sosial & Hukum
41.66666666666667,45.83333333333333,60.416666666666664,70.83333333333334,60.416666666666664,52.083333333333336,71.05,75.85,70.0,90.75,70.0,Pariwisata,Ekonomi & Bisnis
37.5,52.083333333333336,29.166666666666668,58.333333333333336,68.75,70.83333333333334,85.3,82.85,72.2,83.45,75.85,Ilmu Administrasi Negara,Sosial & Hukum
37.5,60.416666666666664,22.916666666666664,37.5,56.25,79.16666666666666,80.0,77.45,77.0,84.85,76.94999999999999,Akuntansi,Ekonomi & Bisnis
27.083333333333332,39.58333333333333,50.0,72.91666666666666,33.33333333333333,50.0,80.0,77.8,70.0,82.3,76.1,Pendidikan Bahasa Inggris,Pendidikan
35.41666666666667,47.91666666666667,33.33333333333333,58.333333333333336,66.66666666666666,62.5,76.75,82.15,76.9,86.85,75.75,Manajemen,Ekonomi & Bisnis
50.0,72.91666666666666,31.25,29.166666666666668,43.75,50.0,86.05,70.85,75.8,76.30000000000001,76.69999999999999,Pendidikan Fisika,Pendidikan
41.66666666666667,41.66666666666667,43.75,81.25,68.75,62.5,78.5,78.3,70.0,84.0,78.4,Manajemen Perhotelan,Ekonomi & Bisnis
22.916666666666664,37.5,60.416666666666664,83.33333333333334,56.25,70.83333333333334,76.0,88.55,70.0,83.25,73.25,Pendidikan Bahasa Inggris,Pendidikan
47.91666666666667,54.166666666666664,54.166666666666664,54.166666666666664,64.58333333333334,66.66666666666666,74.55000000000001,78.9,78.1,86.19999999999999,71.25,Pariwisata,Ekonomi & Bisnis
64.58333333333334,75.0,33.33333333333333,37.5,52.083333333333336,64.58333333333334,89.44999999999999,74.25,82.7,74.4,71.9,Penginderaan Jauh Dan Sistem Informasi Geografis,Sains & Teknologi
47.91666666666667,37.5,58.333333333333336,56.25,68.75,60.416666666666664,70.2,81.25,75.1,93.94999999999999,80.05,Pendidikan Vokasional Seni Kuliner,Seni & Kreatif
25.0,41.66666666666667,68.75,50.0,62.5,29.166666666666668,75.65,78.19999999999999,75.5,78.45,80.6,Desain Komunikasi Visual,Seni & Kreatif
33.33333333333333,62.5,31.25,54.166666666666664,22.916666666666664,52.083333333333336,87.9,79.05000000000001,83.1,77.5,73.2,Pendidikan Biologi,Sains & Teknologi
58.333333333333336,50.0,37.5,45.83333333333333,68.75,52.083333333333336,71.6,74.35,70.0,75.1,78.0,Agrobisnis,Ekonomi & Bisnis
29.166666666666668,56.25,27.083333333333332,37.5,66.66666666666666,70.83333333333334,86.8,80.05,76.3,90.9,71.5,Manajemen Pajak,Ekonomi & Bisnis
31.25,52.083333333333336,43.75,75.0,47.91666666666667,62.5,75.4,76.80000000000001,83.8,84.85,71.95,Pendidikan Sejarah,Sosial & Hukum
41.66666666666667,72.91666666666666,22.916666666666664,31.25,45.83333333333333,43.75,90.45,79.1,99.4,75.45,74.8,Pendidikan Fisika,Pendidikan
60.416666666666664,75.0,25.0,20.833333333333336,43.75,64.58333333333334,85.75,73.85,93.7,73.225,77.75,Pendidikan Teknik Elektro,Sains & Teknologi
66.66666666666666,70.83333333333334,20.833333333333336,25.0,47.91666666666667,58.333333333333336,95.55,78.8,87.8,71.7,74.6,Teknik Elektro Industri,Sains & Teknologi
43.75,75.0,37.5,47.91666666666667,39.58333333333333,52.083333333333336,85.05,82.1,84.0,78.5,71.2,Pendidikan Biologi,Sains & Teknologi
29.166666666666668,43.75,70.83333333333334,60.416666666666664,70.83333333333334,43.75,85.2,76.2,70.0,80.0,82.0,Pendidikan Vokasional Desain Fashion,Seni & Kreatif
41.66666666666667,77.08333333333334,27.083333333333332,35.41666666666667,29.166666666666668,58.333333333333336,88.55000000000001,72.3,71.9,74.05,75.8,Pendidikan Kimia,Sains & Teknologi
70.83333333333334,72.91666666666666,29.166666666666668,27.083333333333332,50.0,56.25,83.44999999999999,74.5,92.0,76.05000000000001,77.9,Teknik Sipil,Sains & Teknologi
29.166666666666668,45.83333333333333,43.75,81.25,50.0,50.0,75.85,82.3,70.0,80.2,72.8,Pendidikan Agama Islam,Pendidikan
35.41666666666667,60.416666666666664,27.083333333333332,50.0,64.58333333333334,77.08333333333334,77.85,84.65,74.2,82.15,72.35,Manajemen Pajak,Ekonomi & Bisnis
35.41666666666667,70.83333333333334,41.66666666666667,60.416666666666664,29.166666666666668,47.91666666666667,95.7,75.8,82.7,71.45,75.7,Pendidikan Ilmu Pengetahuan Alam,Sains & Teknologi
35.41666666666667,43.75,72.91666666666666,52.083333333333336,62.5,43.75,76.9,82.1,70.0,77.85,85.6,Pendidikan Vokasional Desain Fashion,Seni & Kreatif
39.58333333333333,62.5,29.166666666666668,37.5,62.5,62.5,78.0,79.0,82.4,79.8,70.25,Ekonomi Pembangunan,Ekonomi & Bisnis
37.5,47.91666666666667,27.083333333333332,45.83333333333333,62.5,64.58333333333334,77.55000000000001,81.5,70.0,83.8,77.15,Agrobisnis,Ekonomi & Bisnis
43.75,66.66666666666666,27.083333333333332,45.83333333333333,70.83333333333334,70.83333333333334,79.85,84.9,94.3,80.2,76.05,Ekonomi Pembangunan,Ekonomi & Bisnis
37.5,52.083333333333336,39.58333333333333,66.66666666666666,75.0,72.91666666666666,75.85,88.6,78.8,87.05000000000001,72.4,Manajemen Perdagangan,Ekonomi & Bisnis
45.83333333333333,79.16666666666666,16.666666666666664,20.833333333333336,31.25,58.333333333333336,85.9,74.65,83.9,79.94999999999999,76.8,Pendidikan Matematika,Pendidikan
18.75,50.0,54.166666666666664,75.0,56.25,56.25,77.95,79.05,76.9,86.45,70.0,Pendidikan Guru Sekolah Dasar,Pendidikan
62.5,81.25,18.75,22.916666666666664,41.66666666666667,45.83333333333333,82.95,73.4,85.3,78.1,71.6,Teknik Listrik,Sains & Teknologi
43.75,70.83333333333334,35.41666666666667,43.75,39.58333333333333,62.5,92.45,71.05,82.8,72.1,75.15,Statistika,Sains & Teknologi
39.58333333333333,50.0,31.25,62.5,75.0,68.75,76.1,82.25,81.6,78.4,80.55,Ilmu Hukum,Sosial & Hukum
79.16666666666666,70.83333333333334,25.0,27.083333333333332,56.25,52.083333333333336,79.15,74.6,84.2,73.3,74.8,Pendidikan Teknik Mesin,Sains & Teknologi
25.0,37.5,45.83333333333333,66.66666666666666,64.58333333333334,54.166666666666664,71.5,76.35,76.1,83.9,77.95,Pendidikan Guru Pendidikan Anak Usia Dini,Pendidikan
25.0,47.91666666666667,43.75,77.08333333333334,62.5,52.083333333333336,74.5,76.05,77.5,74.25,78.5,Pendidikan Agama Islam,Pendidikan
27.083333333333332,37.5,83.33333333333334,35.41666666666667,66.66666666666666,37.5,73.9,79.85,77.4,70.95,79.7,Desain Komunikasi Visual,Seni & Kreatif
25.0,41.66666666666667,52.083333333333336,66.66666666666666,68.75,64.58333333333334,76.35,75.65,72.1,80.1,70.6,Administrasi Pendidikan,Sosial & Hukum
56.25,68.75,27.083333333333332,27.083333333333332,47.91666666666667,54.166666666666664,87.65,75.65,91.0,80.30000000000001,81.55,Teknik Sipil Bangunan Gedung,Sains & Teknologi
37.5,56.25,33.33333333333333,66.66666666666666,58.333333333333336,77.08333333333334,85.94999999999999,81.94999999999999,77.7,84.6,77.7,Ilmu Administrasi Negara,Sosial & Hukum
54.166666666666664,68.75,12.5,35.41666666666667,37.5,54.166666666666664,86.05000000000001,79.35,84.6,76.25,78.3,Teknik Geologi,Sains & Teknologi
68.75,68.75,10.416666666666668,20.833333333333336,39.58333333333333,50.0,91.7,79.85,93.1,79.05,74.8,Teknik Elektronika,Sains & Teknologi
39.58333333333333,79.16666666666666,31.25,37.5,41.66666666666667,45.83333333333333,95.35,73.65,80.4,71.15,75.45,Pendidikan Kimia,Sains & Teknologi
39.58333333333333,47.91666666666667,33.33333333333333,62.5,70.83333333333334,64.58333333333334,78.5,81.5,70.8,81.19999999999999,75.3,Ilmu Administrasi Negara,Sosial & Hukum
33.33333333333333,39.58333333333333,81.25,47.91666666666667,54.166666666666664,33.33333333333333,78.45,81.3,72.5,71.65,87.4,Animasi,Seni & Kreatif
27.083333333333332,60.416666666666664,33.33333333333333,66.66666666666666,68.75,68.75,82.9,82.7,82.5,82.65,75.1,Ilmu Administrasi Negara,Sosial & Hukum
54.166666666666664,66.66666666666666,45.83333333333333,60.416666666666664,39.58333333333333,43.75,76.15,74.5,70.0,70.0,72.9,Geografi,Sains & Teknologi
60.416666666666664,70.83333333333334,18.75,31.25,35.41666666666667,56.25,90.0,78.9,91.6,73.65,75.35,Teknik Sipil Bangunan Gedung,Sains & Teknologi
50.0,72.91666666666666,39.58333333333333,60.416666666666664,22.916666666666664,47.91666666666667,76.35,72.75,71.6,72.25,71.85,Geografi,Sains & Teknologi
37.5,37.5,62.5,47.91666666666667,56.25,43.75,76.85,83.4,75.8,73.69999999999999,80.75,Pendidikan Vokasional Desain Fashion,Seni & Kreatif
25.0,43.75,41.66666666666667,81.25,50.0,54.166666666666664,76.9,79.8,75.6,83.75,70.55,Pendidikan Sejarah,Sosial & Hukum
62.5,70.83333333333334,27.083333333333332,33.33333333333333,41.66666666666667,54.166666666666664,82.75,72.45,89.9,70.0,70.0,Teknik Sipil,Sains & Teknologi
58.333333333333336,50.0,35.41666666666667,41.66666666666667,58.333333333333336,54.166666666666664,70.9,73.9,73.3,77.5,82.2,Agrobisnis,Ekonomi & Bisnis
25.0,72.91666666666666,20.833333333333336,54.166666666666664,31.25,58.333333333333336,81.1,77.2,84.8,78.85,72.6,Pendidikan Ilmu Pengetahuan Alam,Sains & Teknologi
60.416666666666664,79.16666666666666,22.916666666666664,20.833333333333336,39.58333333333333,54.166666666666664,85.85,76.94999999999999,89.7,82.55,78.25,Teknik Elektro,Sains & Teknologi
45.83333333333333,72.91666666666666,33.33333333333333,37.5,41.66666666666667,56.25,91.65,80.6,86.6,77.0,83.44999999999999,Statistika,Sains & Teknologi
56.25,62.5,39.58333333333333,52.083333333333336,41.66666666666667,39.58333333333333,73.85,76.25,77.1,74.65,72.65,Geografi,Sains & Teknologi
22.916666666666664,35.41666666666667,83.33333333333334,58.333333333333336,58.333333333333336,37.5,77.2,81.7,70.9,71.9,79.65,Pendidikan Seni Rupa,Seni & Kreatif
43.75,54.166666666666664,39.58333333333333,70.83333333333334,56.25,58.333333333333336,78.9,79.05,85.1,84.35,70.95,Pendidikan Ilmu Pengetahuan Sosial,Sosial & Hukum
41.66666666666667,68.75,33.33333333333333,33.33333333333333,31.25,52.083333333333336,84.7,79.15,75.0,78.45,73.4,Pendidikan Fisika,Pendidikan
60.416666666666664,47.91666666666667,43.75,41.66666666666667,62.5,52.083333333333336,76.19999999999999,79.5,80.4,75.45,79.35,Agrobisnis,Ekonomi & Bisnis
22.916666666666664,64.58333333333334,47.91666666666667,83.33333333333334,50.0,58.333333333333336,73.7,73.7,71.7,82.05,72.5,Pendidikan Sosiologi,Sosial & Hukum
43.75,77.08333333333334,18.75,33.33333333333333,37.5,56.25,93.1,71.85,90.4,74.1,80.55,Statistika,Sains & Teknologi
27.083333333333332,45.83333333333333,31.25,66.66666666666666,62.5,70.83333333333334,74.55000000000001,78.0,71.8,88.4,75.8,Ilmu Administrasi Negara,Sosial & Hukum
68.75,77.08333333333334,27.083333333333332,27.083333333333332,41.66666666666667,58.333333333333336,83.30000000000001,78.25,89.6,73.9,74.8,Teknik Listrik,Sains & Teknologi
58.333333333333336,75.0,29.166666666666668,18.75,39.58333333333333,64.58333333333334,82.55,77.9,90.9,78.4,70.1,Teknik Listrik,Sains & Teknologi
62.5,68.75,18.75,29.166666666666668,43.75,50.0,93.55,73.44999999999999,81.6,73.7,80.0,Teknologi Rekayasa Sistem Elektronika,Sains & Teknologi
22.916666666666664,39.58333333333333,37.5,64.58333333333334,41.66666666666667,52.083333333333336,83.95,80.4,70.0,77.65,70.25,Pendidikan Bahasa Indonesia,Pendidikan
31.25,68.75,47.91666666666667,72.91666666666666,56.25,75.0,83.9,79.35,74.5,84.1,77.05,Keperawatan,Kesehatan
27.083333333333332,41.66666666666667,33.33333333333333,70.83333333333334,60.416666666666664,60.416666666666664,73.65,78.45,82.4,83.44999999999999,73.80000000000001,Pendidikan Sejarah,Sosial & Hukum
39.58333333333333,50.0,64.58333333333334,66.66666666666666,66.66666666666666,41.66666666666667,84.8,86.2,78.8,88.55000000000001,74.7,Pendidikan Vokasional Seni Kuliner,Seni & Kreatif
68.75,79.16666666666666,27.083333333333332,22.916666666666664,37.5,54.166666666666664,86.975,73.69999999999999,89.9,74.65,72.8,Pendidikan Teknik Elektro,Sains & Teknologi
72.91666666666666,60.416666666666664,16.666666666666664,20.833333333333336,35.41666666666667,60.416666666666664,80.75,80.65,79.0,77.55000000000001,77.25,Teknik Mesin,Sains & Teknologi
52.083333333333336,75.0,39.58333333333333,47.91666666666667,45.83333333333333,60.416666666666664,87.65,72.975,84.7,74.0,70.05,Penginderaan Jauh Dan Sistem Informasi Geografis,Sains & Teknologi
37.5,60.416666666666664,41.66666666666667,75.0,56.25,64.58333333333334,74.3,89.7,94.9,85.69999999999999,70.0,Pendidikan Non Formal,Sosial & Hukum
20.833333333333336,66.66666666666666,39.58333333333333,72.91666666666666,70.83333333333334,45.83333333333333,74.9,83.94999999999999,79.7,91.6,76.75,Psikologi,Kesehatan
66.66666666666666,72.91666666666666,22.916666666666664,16.666666666666664,41.66666666666667,60.416666666666664,89.75,74.85,82.9,79.75,75.9,Teknik Mesin,Sains & Teknologi
41.66666666666667,60.416666666666664,50.0,68.75,60.416666666666664,52.083333333333336,85.9,80.1,75.7,88.4,73.65,Pendidikan Pancasila Dan Kewarganegaraan,Sosial & Hukum
35.41666666666667,70.83333333333334,35.41666666666667,25.0,37.5,56.25,88.9,73.7,92.1,72.4,86.19999999999999,Statistika,Sains & Teknologi
29.166666666666668,43.75,79.16666666666666,66.66666666666666,52.083333333333336,37.5,84.95,77.9,85.8,73.2,76.95,Pendidikan Seni Rupa,Seni & Kreatif
29.166666666666668,47.91666666666667,47.91666666666667,72.91666666666666,70.83333333333334,62.5,79.3,82.3,74.2,88.15,73.2,Pendidikan Luar Biasa,Pendidikan
43.75,54.166666666666664,27.083333333333332,52.083333333333336,64.58333333333334,66.66666666666666,85.05,80.35,87.6,86.2,80.4,Pendidikan Ekonomi,Pendidikan
41.66666666666667,50.0,50.0,56.25,70.83333333333334,54.166666666666664,70.0,72.3,70.0,82.94999999999999,75.95,Pariwisata,Ekonomi & Bisnis
33.33333333333333,56.25,45.83333333333333,66.66666666666666,52.083333333333336,64.58333333333334,73.45,83.6,76.5,82.15,70.0,Pendidikan Sosiologi,Sosial & Hukum
20.833333333333336,35.41666666666667,56.25,72.91666666666666,56.25,56.25,78.5,80.85,86.9,81.95,76.95,Pendidikan Bahasa Indonesia,Pendidikan
33.33333333333333,81.25,20.833333333333336,27.083333333333332,33.33333333333333,68.75,89.0,74.5,79.2,73.4,70.45,Pendidikan Matematika,Pendidikan
70.83333333333334,81.25,14.583333333333334,25.0,39.58333333333333,41.66666666666667,92.35,81.80000000000001,85.5,80.69999999999999,74.45,Teknologi Rekayasa Sistem Elektronika,Sains & Teknologi
50.0,39.58333333333333,66.66666666666666,66.66666666666666,68.75,47.91666666666667,81.85,84.0,78.4,73.95,80.5,Pendidikan Tata Rias Dan Kecantikan,Seni & Kreatif
39.58333333333333,52.083333333333336,50.0,75.0,68.75,66.66666666666666,84.2,77.95,73.3,84.9,78.6,Manajemen Perhotelan,Ekonomi & Bisnis
41.66666666666667,58.333333333333336,35.41666666666667,52.083333333333336,60.416666666666664,68.75,77.5,81.05,74.7,88.45,75.6,Ilmu Hukum,Sosial & Hukum
35.41666666666667,72.91666666666666,33.33333333333333,47.91666666666667,33.33333333333333,58.333333333333336,80.4,73.15,85.6,73.25,75.80000000000001,Pendidikan Ilmu Pengetahuan Alam,Sains & Teknologi
35.41666666666667,52.083333333333336,25.0,52.083333333333336,64.58333333333334,70.83333333333334,80.85,75.69999999999999,80.0,74.55,76.25,Manajemen Pajak,Ekonomi & Bisnis
79.16666666666666,64.58333333333334,29.166666666666668,43.75,43.75,60.416666666666664,90.25,75.35,93.1,73.5,75.85,Agroteknologi,Sains & Teknologi
18.75,60.416666666666664,37.5,52.083333333333336,43.75,68.75,85.15,80.5,83.1,85.35,72.45,Perpustakaan Dan Ilmu Informasi,Sosial & Hukum
37.5,64.58333333333334,41.66666666666667,60.416666666666664,31.25,60.416666666666664,85.25,76.45,100.0,75.5,71.05,Pendidikan Biologi,Sains & Teknologi
62.5,54.166666666666664,18.75,16.666666666666664,47.91666666666667,54.166666666666664,81.85,76.6,82.1,74.75,73.65,Teknik Mesin,Sains & Teknologi
22.916666666666664,56.25,39.58333333333333,66.66666666666666,56.25,64.58333333333334,81.55000000000001,81.35,75.8,88.65,73.35,Pendidikan Pancasila Dan Kewarganegaraan,Sosial & Hukum
54.166666666666664,60.416666666666664,58.333333333333336,43.75,52.083333333333336,50.0,79.3,79.6,70.0,71.7,75.0,Geografi,Sains & Teknologi
14.583333333333334,41.66666666666667,47.91666666666667,72.91666666666666,50.0,56.25,75.2,75.9,75.4,80.1,72.25,Bahasa Dan Sastra Inggris,Bahasa & Sastra
39.58333333333333,79.16666666666666,37.5,47.91666666666667,43.75,64.58333333333334,93.15,75.75,83.5,70.25,72.75,Statistika,Sains & Teknologi
52.083333333333336,70.83333333333334,43.75,54.166666666666664,45.83333333333333,58.333333333333336,71.2,86.75,74.6,79.1,79.35,Pendidikan Geografi,Sains & Teknologi
