student_id,riasec_r_item_1,riasec_r_item_2,riasec_r_item_3,riasec_r_item_4,riasec_r_item_5,riasec_r_item_6,riasec_r_item_7,riasec_r_item_8,riasec_r_item_9,riasec_r_item_10,riasec_r_item_11,riasec_r_item_12,riasec_i_item_1,riasec_i_item_2,riasec_i_item_3,riasec_i_item_4,riasec_i_item_5,riasec_i_item_6,riasec_i_item_7,riasec_i_item_8,riasec_i_item_9,riasec_i_item_10,riasec_i_item_11,riasec_i_item_12,riasec_a_item_1,riasec_a_item_2,riasec_a_item_3,riasec_a_item_4,riasec_a_item_5,riasec_a_item_6,riasec_a_item_7,riasec_a_item_8,riasec_a_item_9,riasec_a_item_10,riasec_a_item_11,riasec_a_item_12,riasec_s_item_1,riasec_s_item_2,riasec_s_item_3,riasec_s_item_4,riasec_s_item_5,riasec_s_item_6,riasec_s_item_7,riasec_s_item_8,riasec_s_item_9,riasec_s_item_10,riasec_s_item_11,riasec_s_item_12,riasec_e_item_1,riasec_e_item_2,riasec_e_item_3,riasec_e_item_4,riasec_e_item_5,riasec_e_item_6,riasec_e_item_7,riasec_e_item_8,riasec_e_item_9,riasec_e_item_10,riasec_e_item_11,riasec_e_item_12,riasec_c_item_1,riasec_c_item_2,riasec_c_item_3,riasec_c_item_4,riasec_c_item_5,riasec_c_item_6,riasec_c_item_7,riasec_c_item_8,riasec_c_item_9,riasec_c_item_10,riasec_c_item_11,riasec_c_item_12,academic_bahasa_indonesia,academic_bahasa_inggris,academic_matematika,academic_informatika,academic_ipa,academic_ips,academic_ppkn,academic_pjok,academic_seni,program_id,program_name,academic_logika,academic_bahasa,academic_sains,academic_sosial,academic_praktik,riasec_r_raw,riasec_i_raw,riasec_a_raw,riasec_s_raw,riasec_e_raw,riasec_c_raw,riasec_primary_type,riasec_primary_score,riasec_secondary_type,riasec_secondary_score,riasec_third_type,riasec_third_score,academic_overall,academic_performance_level,riasec_r_raw_scaled,riasec_i_raw_scaled,riasec_a_raw_scaled,riasec_s_raw_scaled,riasec_e_raw_scaled,riasec_c_raw_scaled,faculty_name
STU_03704,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,80.2,83.0,81.4,82.3,78.3,95.3,82.5,70.0,84.8,17.0,Manajemen Perdagangan,81.85,81.6,78.3,88.9,77.4,31.0,37.0,31.0,39.0,48.0,39.0,E,48.0,S,39.0,C,39.0,81.97777777777777,High,39.58333333333333,52.083333333333336,39.58333333333333,56.25,75.0,56.25,Fakultas Ekonomi Dan Bisnis
STU_00885,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,75.8,76.8,88.0,73.6,72.2,75.0,86.8,79.6,84.5,54.0,Perpustakaan Dan Ilmu Informasi,80.8,76.3,72.2,80.9,82.05,26.0,37.0,26.0,40.0,38.0,50.0,C,50.0,S,40.0,E,38.0,79.14444444444445,High,29.166666666666668,52.083333333333336,29.166666666666668,58.333333333333336,54.166666666666664,79.16666666666666,Fakultas Ilmu Pendidikan
STU_04977,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,87.9,75.3,94.4,86.1,88.6,74.8,86.9,72.5,80.1,47.0,Pendidikan Teknik Informatika,90.25,81.6,88.6,80.85,76.3,22.0,51.0,26.0,26.0,33.0,36.0,I,51.0,C,36.0,E,33.0,82.95555555555558,High,20.833333333333336,81.25,29.166666666666668,29.166666666666668,43.75,50.0,Fakultas Teknik
STU_04311,2.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,75.0,72.7,85.5,79.4,74.5,77.2,84.4,70.0,79.8,11.0,Ilmu Hukum,82.45,73.85,74.5,80.80000000000001,74.9,31.0,39.0,27.0,39.0,44.0,43.0,E,44.0,C,43.0,S,39.0,77.61111111111111,High,39.58333333333333,56.25,31.25,56.25,66.66666666666666,64.58333333333334,Fakultas Ilmu Sosial
STU_03501,2.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,75.45,80.3,77.5,82.5,79.6,92.0,90.4,70.0,89.2,50.0,Pendidikan Vokasional Seni Kuliner,80.0,77.875,79.6,91.2,79.6,28.0,25.0,45.0,46.0,45.0,35.0,S,46.0,A,45.0,E,45.0,81.88333333333334,High,33.33333333333333,27.083333333333332,68.75,70.83333333333334,68.75,47.91666666666667,Fakultas Pariwisata Dan Perhotelan
STU_02728,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,70.0,82.9,73.2,75.0,70.2,81.0,70.0,70.0,83.8,43.0,Pendidikan Tata Rias Dan Kecantikan,74.1,76.45,70.2,75.5,76.9,24.0,26.0,46.0,43.0,38.0,38.0,A,46.0,S,43.0,E,38.0,75.1222222222222,High,25.0,29.166666666666668,70.83333333333334,64.58333333333334,54.166666666666664,54.166666666666664,Fakultas Pariwisata Dan Perhotelan
STU_01172,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,70.0,90.7,70.0,74.0,82.8,84.3,84.1,81.4,70.0,55.0,Psikologi,72.0,80.35,82.8,84.19999999999999,75.7,24.0,33.0,36.0,50.0,39.0,34.0,S,50.0,E,39.0,A,36.0,78.58888888888889,High,25.0,43.75,50.0,79.16666666666666,56.25,45.83333333333333,Fakultas Psikologi Dan Kesehatan
STU_02676,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,74.3,80.8,70.0,77.7,81.1,95.5,79.7,72.0,70.0,39.0,Pendidikan Sejarah,73.85,77.55,81.1,87.6,71.0,27.0,33.0,30.0,45.0,36.0,42.0,S,45.0,C,42.0,E,36.0,77.9,High,31.25,43.75,37.5,68.75,50.0,62.5,Fakultas Ilmu Sosial
STU_03335,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,70.0,86.4,78.9,76.9,77.4,84.1,82.7,70.0,74.6,19.0,Pariwisata,77.9,78.2,77.4,83.4,72.3,32.0,35.0,34.0,42.0,46.0,41.0,E,46.0,S,42.0,C,41.0,77.8888888888889,High,41.66666666666667,47.91666666666667,45.83333333333333,62.5,70.83333333333334,60.416666666666664,Fakultas Pariwisata Dan Perhotelan
STU_01605,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,84.2,99.3,82.7,79.5,83.7,89.4,85.2,90.3,70.0,6.0,Bahasa Dan Sastra Inggris,81.1,91.75,83.7,87.30000000000001,80.15,25.0,37.0,36.0,47.0,35.0,37.0,S,47.0,I,37.0,C,37.0,84.92222222222222,High,27.083333333333332,52.083333333333336,50.0,72.91666666666666,47.91666666666667,52.083333333333336,Fakultas Bahasa Dan Seni
STU_02173,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,75.7,95.2,78.6,78.5,76.5,83.2,79.2,72.1,70.0,33.0,Pendidikan Keagamaan Islam,78.55,85.45,76.5,81.2,71.05,28.0,32.0,28.0,50.0,40.0,39.0,S,50.0,E,40.0,C,39.0,78.77777777777777,High,33.33333333333333,41.66666666666667,33.33333333333333,79.16666666666666,58.333333333333336,56.25,Fakultas Agama Islam
STU_01530,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,70.0,87.4,88.3,79.6,72.8,93.7,80.8,71.2,74.5,26.0,Pendidikan Ekonomi,83.94999999999999,78.7,72.8,87.25,72.85,26.0,38.0,29.0,39.0,40.0,44.0,C,44.0,E,40.0,S,39.0,79.8111111111111,High,29.166666666666668,54.166666666666664,35.41666666666667,56.25,58.333333333333336,66.66666666666666,Fakultas Ekonomi Dan Bisnis
STU_01375,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,85.1,89.2,86.5,87.4,82.5,84.2,75.6,74.9,70.5,70.0,Teknologi Rekayasa Sistem Elektronika,86.95,87.15,82.5,79.9,72.7,40.0,46.0,18.0,22.0,29.0,40.0,I,46.0,R,40.0,C,40.0,81.76666666666668,High,58.333333333333336,70.83333333333334,12.5,20.833333333333336,35.41666666666667,58.333333333333336,Fakultas Teknik
STU_00278,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,70.6,75.2,77.3,70.0,82.3,80.5,85.4,78.2,70.0,2.0,Agrobisnis,73.65,72.9,82.3,82.95,74.1,40.0,31.0,26.0,35.0,44.0,39.0,E,44.0,R,40.0,C,39.0,76.61111111111113,High,58.333333333333336,39.58333333333333,29.166666666666668,47.91666666666667,66.66666666666666,56.25,Fakultas Matematika Dan IPA
